axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
characteristics,marital_status,unattached,(none),no_data,grandma,grandmas,female,an unattached grandma,unattached grandmas,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,grandmother,grandmothers,female,an unattached grandmother,unattached grandmothers,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,grandpa,grandpas,male,an unattached grandpa,unattached grandpas,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,grandparent,grandparents,neutral,an unattached grandparent,unattached grandparents,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,guy,guys,male,an unattached guy,unattached guys,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,husband,husbands,male,an unattached husband,unattached husbands,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,individual,individuals,neutral,an unattached individual,unattached individuals,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,kid,kids,neutral,an unattached kid,unattached kids,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,lady,ladies,female,an unattached lady,unattached ladies,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,man,men,male,an unattached man,unattached men,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,mom,moms,female,an unattached mom,unattached moms,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,mother,mothers,female,an unattached mother,unattached mothers,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,parent,parents,neutral,an unattached parent,unattached parents,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,person,people,neutral,an unattached person,unattached people,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,sibling,siblings,neutral,an unattached sibling,unattached siblings,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,sister,sisters,female,an unattached sister,unattached sisters,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,son,sons,male,an unattached son,unattached sons,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,spouse,spouses,neutral,an unattached spouse,unattached spouses,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,veteran,veterans,neutral,an unattached veteran,unattached veterans,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,wife,wives,female,an unattached wife,unattached wives,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,woman,women,female,an unattached woman,unattached women,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,(none),(none),(none),NIMBY,NIMBY,descriptor
cultural,cultural_stereotypes,NIMBY,(none),no_data,boy,boys,male,a NIMBY boy,NIMBY boys,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,bro,bros,male,a NIMBY bro,NIMBY bros,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,brother,brothers,male,a NIMBY brother,NIMBY brothers,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,child,children,neutral,a NIMBY child,NIMBY children,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,dad,dads,male,a NIMBY dad,NIMBY dads,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,daughter,daughters,female,a NIMBY daughter,NIMBY daughters,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,father,fathers,male,a NIMBY father,NIMBY fathers,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,girl,girls,female,a NIMBY girl,NIMBY girls,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,grandfather,grandfathers,male,a NIMBY grandfather,NIMBY grandfathers,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,grandma,grandmas,female,a NIMBY grandma,NIMBY grandmas,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,grandmother,grandmothers,female,a NIMBY grandmother,NIMBY grandmothers,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,grandpa,grandpas,male,a NIMBY grandpa,NIMBY grandpas,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,grandparent,grandparents,neutral,a NIMBY grandparent,NIMBY grandparents,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,guy,guys,male,a NIMBY guy,NIMBY guys,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,husband,husbands,male,a NIMBY husband,NIMBY husbands,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,individual,individuals,neutral,a NIMBY individual,NIMBY individuals,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,kid,kids,neutral,a NIMBY kid,NIMBY kids,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,lady,ladies,female,a NIMBY lady,NIMBY ladies,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,man,men,male,a NIMBY man,NIMBY men,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,mom,moms,female,a NIMBY mom,NIMBY moms,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,mother,mothers,female,a NIMBY mother,NIMBY mothers,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,parent,parents,neutral,a NIMBY parent,NIMBY parents,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,person,people,neutral,a NIMBY person,NIMBY people,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,sibling,siblings,neutral,a NIMBY sibling,NIMBY siblings,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,sister,sisters,female,a NIMBY sister,NIMBY sisters,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,son,sons,male,a NIMBY son,NIMBY sons,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,spouse,spouses,neutral,a NIMBY spouse,NIMBY spouses,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,veteran,veterans,neutral,a NIMBY veteran,NIMBY veterans,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,wife,wives,female,a NIMBY wife,NIMBY wives,descriptor_noun
cultural,cultural_stereotypes,NIMBY,(none),no_data,woman,women,female,a NIMBY woman,NIMBY women,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,(none),(none),(none),hippie,hippie,descriptor
cultural,cultural_stereotypes,hippie,(none),no_data,boy,boys,male,a hippie boy,hippie boys,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,bro,bros,male,a hippie bro,hippie bros,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,brother,brothers,male,a hippie brother,hippie brothers,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,child,children,neutral,a hippie child,hippie children,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,dad,dads,male,a hippie dad,hippie dads,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,daughter,daughters,female,a hippie daughter,hippie daughters,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,father,fathers,male,a hippie father,hippie fathers,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,girl,girls,female,a hippie girl,hippie girls,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,grandfather,grandfathers,male,a hippie grandfather,hippie grandfathers,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,grandma,grandmas,female,a hippie grandma,hippie grandmas,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,grandmother,grandmothers,female,a hippie grandmother,hippie grandmothers,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,grandpa,grandpas,male,a hippie grandpa,hippie grandpas,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,grandparent,grandparents,neutral,a hippie grandparent,hippie grandparents,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,guy,guys,male,a hippie guy,hippie guys,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,husband,husbands,male,a hippie husband,hippie husbands,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,individual,individuals,neutral,a hippie individual,hippie individuals,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,kid,kids,neutral,a hippie kid,hippie kids,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,lady,ladies,female,a hippie lady,hippie ladies,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,man,men,male,a hippie man,hippie men,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,mom,moms,female,a hippie mom,hippie moms,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,mother,mothers,female,a hippie mother,hippie mothers,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,parent,parents,neutral,a hippie parent,hippie parents,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,person,people,neutral,a hippie person,hippie people,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,sibling,siblings,neutral,a hippie sibling,hippie siblings,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,sister,sisters,female,a hippie sister,hippie sisters,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,son,sons,male,a hippie son,hippie sons,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,spouse,spouses,neutral,a hippie spouse,hippie spouses,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,veteran,veterans,neutral,a hippie veteran,hippie veterans,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,wife,wives,female,a hippie wife,hippie wives,descriptor_noun
cultural,cultural_stereotypes,hippie,(none),no_data,woman,women,female,a hippie woman,hippie women,descriptor_noun
cultural,cultural_stereotypes,yuppie,(none),no_data,(none),(none),(none),yuppie,yuppie,descriptor
cultural,cultural_stereotypes,yuppie,(none),no_data,boy,boys,male,a yuppie boy,yuppie boys,descriptor_noun
cultural,cultural_stereotypes,yuppie,(none),no_data,bro,bros,male,a yuppie bro,yuppie bros,descriptor_noun
cultural,cultural_stereotypes,yuppie,(none),no_data,brother,brothers,male,a yuppie brother,yuppie brothers,descriptor_noun
cultural,cultural_stereotypes,yuppie,(none),no_data,child,children,neutral,a yuppie child,yuppie children,descriptor_noun
cultural,cultural_stereotypes,yuppie,(none),no_data,dad,dads,male,a yuppie dad,yuppie dads,descriptor_noun
cultural,cultural_stereotypes,yuppie,(none),no_data,daughter,daughters,female,a yuppie daughter,yuppie daughters,descriptor_noun
cultural,cultural_stereotypes,yuppie,(none),no_data,father,fathers,male,a yuppie father,yuppie fathers,descriptor_noun
